mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	7.5	0	0	6/8	2	1	F.I{	F	I		I		I						{	M	0	0	0, 4, 1		0	0
3	3	15/2	15/2	1.5	3/8	3/8	6/8	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	4	9	9	1.5	0	0	6/8	2	1	ii65	F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
4	4	21/2	21/2	1.5	3/8	3/8	6/8	2	1	I64	F	I		I64		I		64					M	0	0	1, 0, 4		0	1
5	5	12	12	1.0	0	0	6/8	2	1	iv6	F	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
5	5	13	13	0.5	1/4	1/4	6/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
5	5	27/2	27/2	1.0	3/8	3/8	6/8	2	1	iv6	F	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
5	5	29/2	29/2	0.5	5/8	5/8	6/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
6	6	15	15	1.5	0	0	6/8	2	1	viio7/V	F	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
6	6	33/2	33/2	1.5	3/8	3/8	6/8	2	1	V|HC}	F	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
7	7	18	18	7.5	0	0	6/8	2	1	I{	F	I		I		I						{	M	0	0	0, 4, 1		0	0
9	9	51/2	51/2	1.5	3/8	3/8	6/8	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	27	27	1.5	0	0	6/8	2	1	ii65	F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
10	10	57/2	57/2	1.5	3/8	3/8	6/8	2	1	I64	F	I		I64		I		64					M	0	0	1, 0, 4		0	1
11	11	30	30	1.0	0	0	6/8	2	1	iv6	F	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
11	11	31	31	0.5	1/4	1/4	6/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
11	11	63/2	63/2	1.0	3/8	3/8	6/8	2	1	iv6	F	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
11	11	65/2	65/2	0.5	5/8	5/8	6/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
