mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	3/8	2	1	G.I{	G	I		I		I						{	M	0	0	0, 4, 1		0	0
3	3	3	1.0	0	0	3/8	2	1	I(6)	G	I		I(6)		I			6				M	0	0	0, 4, 3		0	0
3	3	4	0.5	1/4	1/4	3/8	2	1	I(+7)	G	I		I(+7)		I			+7				M	0	0	0, 4, 1	5	0	0
4	4	9/2	1.0	0	0	3/8	2	1	I(64)	G	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
4	4	11/2	3.5	1/4	1/4	3/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
7	7	9	1.0	0	0	3/8	2	1	I(64)	G	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
7	7	10	0.5	1/4	1/4	3/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
8	8	21/2	1.0	0	0	3/8	2	1	I(94)	G	I		I(94)		I			94				M	0	0	0, -1, 1	2	0	0
8	8	23/2	0.5	1/4	1/4	3/8	2	1	I}	G	I		I		I						}	M	0	0	0, 4, 1		0	0
9	9	12	1.5	0	0	3/8	2	1	I6{	G	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
10	10	27/2	1.5	0	0	3/8	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
11	11	15	1.5	0	0	3/8	2	1	iii6	G	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
12	12	33/2	1.5	0	0	3/8	2	1	IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
13	13	18	1.0	0	0	3/8	2	1	V6	G	I		V6		V		6					M	0	0	5, 2, 1		1	5
13	13	19	0.5	1/4	1/4	3/8	2	1	V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
14	14	39/2	1.5	0	0	3/8	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
