mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.25	0	0	4/4	2	1	1/16		1/16	1		0	48	C3	3	11
1	1	0	1.0	0	0	4/4	1	1	1/4		1/4	1		4	64	E4	4	0
1	1	0	1.0	0	0	4/4	1	1	1/4		1/4	1		1	67	G4	4	0
1	1	0	1.0	0	0	4/4	1	1	1/4		1/4	1		0	72	C5	5	0
1	1	1/4	0.25	1/16	1/16	4/4	2	1	1/16		1/16	1		0	60	C4	4	12
1	1	1/2	0.25	1/8	1/8	4/4	2	1	1/16		1/16	1		5	59	B3	3	13
1	1	3/4	0.25	3/16	3/16	4/4	2	1	1/16		1/16	1		0	60	C4	4	14
1	1	1	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		0	48	C3	3	15
1	1	3/2	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		0	72	C5	5	1
1	1	7/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	2
1	1	2	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		2	74	D5	5	3
1	1	9/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	4
1	1	5/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		4	76	E5	5	5
1	1	11/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	6
1	1	3	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		-1	77	F5	5	7
1	1	13/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	8
1	1	7/2	0.25	7/8	7/8	4/4	1	1	1/16		1/16	1		1	79	G5	5	9
1	1	15/4	0.25	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	10
2	2	4	1.0	0	0	4/4	2	1	1/4		1/4	1		-1	41	F2	2	29
2	2	4	1.0	0	0	4/4	2	1	1/4		1/4	1		-1	53	F3	3	29
2	2	4	1.0	0	0	4/4	1	1	1/4		1/4	1		3	69	A4	4	16
2	2	4	1.0	0	0	4/4	1	1	1/4		1/4	1		2	74	D5	5	16
2	2	4	1.0	0	0	4/4	1	1	1/4		1/4	1		-1	77	F5	5	16
2	2	4	1.0	0	0	4/4	1	1	1/4		1/4	1		3	81	A5	5	16
2	2	5	0.25	1/4	1/4	4/4	1	1	1/16		1/16	1		1	79	G5	5	17
2	2	21/4	0.25	5/16	5/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	18
2	2	11/2	0.25	3/8	3/8	4/4	1	1	1/16		1/16	1		4	76	E5	5	19
2	2	23/4	0.25	7/16	7/16	4/4	1	1	1/16		1/16	1		2	74	D5	5	20
2	2	6	0.25	1/2	1/2	4/4	1	1	1/16		1/16	1		0	72	C5	5	21
2	2	25/4	0.25	9/16	9/16	4/4	1	1	1/16		1/16	1		5	71	B4	4	22
2	2	13/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	30
2	2	13/2	0.25	5/8	5/8	4/4	1	1	1/16		1/16	1		0	72	C5	5	23
2	2	27/4	0.25	11/16	11/16	4/4	1	1	1/16		1/16	1		4	76	E5	5	24
2	2	7	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		-1	53	F3	3	31
2	2	7	0.25	3/4	3/4	4/4	1	1	1/16		1/16	1		2	74	D5	5	25
2	2	29/4	0.25	13/16	13/16	4/4	1	1	1/16		1/16	1		-1	77	F5	5	26
2	2	15/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	32
